config_id,strategy,status,sharpe,n_trades,max_drawdown,profit_factor,cum_return,calmar,long_pct,params
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-1.238097888622718,151,-0.1732867473621338,0.5262262864721224,-0.1704229996111707,-0.16555753864061457,0.3642,"{""bb_period"": 18, ""bb_std"": 1.8871, ""bw_percentile"": 55, ""lam_thresh"": 0.5187, ""lookback"": 41}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.3043712472926355,55,-0.029138325395805964,0.792353464777196,-0.019436917988965963,-0.10478658350136388,0.5091,"{""bb_period"": 25, ""bb_std"": 2.8664, ""bw_percentile"": 48, ""lam_thresh"": 0.5539, ""lookback"": 22}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.5235080153940751,75,-0.06777380781924813,0.6840448910162492,-0.057002369642667805,-0.13430148736399677,0.3733,"{""bb_period"": 35, ""bb_std"": 2.1847, ""bw_percentile"": 36, ""lam_thresh"": 0.315, ""lookback"": 31}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.28750515832975754,68,-0.04319773352673051,0.7897967372404802,-0.03092719851992598,-0.11302451864645473,0.4559,"{""bb_period"": 40, ""bb_std"": 1.751, ""bw_percentile"": 59, ""lam_thresh"": 0.3777, ""lookback"": 26}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.21417538181033252,16,-0.03654412206718227,0.7010309091866962,-0.01098176305623988,-0.04703575635239693,0.5,"{""bb_period"": 28, ""bb_std"": 3.448, ""bw_percentile"": 72, ""lam_thresh"": 0.4913, ""lookback"": 60}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.28750515832975754,68,-0.04319773352673051,0.7897967372404802,-0.03092719851992598,-0.11302451864645473,0.4559,"{""bb_period"": 15, ""bb_std"": 1.6864, ""bw_percentile"": 56, ""lam_thresh"": 0.2089, ""lookback"": 37}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,0.430809356420204,21,-0.017902994983221898,2.061564435088446,0.02894879932605754,0.248891756630742,0.6667,"{""bb_period"": 26, ""bb_std"": 3.2569, ""bw_percentile"": 35, ""lam_thresh"": 0.5318, ""lookback"": 28}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.8009437518280107,45,-0.07206300987618741,0.43825619443025393,-0.06667396209708643,-0.14837484266060197,0.3556,"{""bb_period"": 14, ""bb_std"": 2.9865, ""bw_percentile"": 63, ""lam_thresh"": 0.7464, ""lookback"": 46}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.5235080153940751,75,-0.06777380781924813,0.6840448910162492,-0.057002369642667805,-0.13430148736399677,0.3733,"{""bb_period"": 16, ""bb_std"": 2.8093, ""bw_percentile"": 66, ""lam_thresh"": 0.6765, ""lookback"": 43}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.28750515832975754,68,-0.04319773352673051,0.7897967372404802,-0.03092719851992598,-0.11302451864645473,0.4559,"{""bb_period"": 20, ""bb_std"": 2.8768, ""bw_percentile"": 77, ""lam_thresh"": 0.3939, ""lookback"": 52}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.019374381525278404,88,-0.05443067660677314,1.0055413928574068,-1.4910869294504359e-05,-4.267892126319832e-05,0.4773,"{""bb_period"": 36, ""bb_std"": 2.4546, ""bw_percentile"": 57, ""lam_thresh"": 0.8286, ""lookback"": 16}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.6704165005914448,139,-0.1267702476839161,0.7029064834710872,-0.10657466508480762,-0.1372847667244111,0.3813,"{""bb_period"": 12, ""bb_std"": 2.4767, ""bw_percentile"": 66, ""lam_thresh"": 0.247, ""lookback"": 54}"
